year;price
2011.3550605581884;16.74700160811568

2011.403717746182;14.943007530515246
2011.4645392311743;13.26564370674204

2011.549689310163;12.75239269192896

2011.6226750921537;12.548721654304728
2011.695660874144;10.998165189608883

2011.7808109531331;10.006375789003897

2011.865961032122;8.425711431789694

2011.955165876777;7.812041740165341

2012.0443707214322;8.431910115543474

2012.1335755660873;8.196360132899784

2012.2227804107424;7.564094390014105

2012.3119852553975;7.167378629772102

2012.3890258030542;7.466465120892053

2012.466066350711;7.942214098994754

2012.5552711953658;7.681869381335957
2012.644476040021;8.239750919176245

2012.733680884676;8.320333807975416

2012.8107214323327;7.423849170084807

2012.8877619799894;6.652887878208261

2012.9526382306476;6.187986596674676
2013.0167035281727;4.353796073930823

2013.07775671406;4.678164339503695

2013.1553765139547;5.0288327347175965

2013.2445813586096;3.919268342790758

2013.3337862032647;3.968857812821014

2013.4229910479198;4.396566991831918

2013.512195892575;4.551534085676437

2013.60140073723;4.824276170842822

2013.6906055818852;5.171402461054555

2013.7798104265403;4.960647213426
2013.8690152711952;4.762289333304992

2013.9582201158503;5.3387669224066485

2014.0474249605054;6.34915237427299

2014.124465508162;6.690854816200172

2014.2015060558188;5.258184033607492

2014.2907109004739;5.555720853788998

2014.379915745129;5.592912956311679

2014.469120589784;6.212781331689797

2014.558325434439;6.535112886886424

2014.647530279094;6.342953690519209

2014.7367351237492;6.36154974178055

2014.8259399684043;7.006212852173803

2014.9151448130594;7.4463193986922676

2015.0043496577146;7.415325979923352
2015.0935545023697;7.347140458631756

2015.1827593470246;7.2665575698325995

2015.2719641916797;7.5702930737678855

2015.3611690363348;7.619882543798141

2015.45037388099;7.743856218873759

2015.539578725645;8.128174611608202

2015.6287835703001;8.301737756714061

2015.7179884149552;8.555883790619092

2015.8071932596101;8.847221927046817

2015.8963981042652;8.66746009818715

2015.9693838862559;7.707549642601606

2016.0423696682462;6.10740370787552

2016.1315745129014;5.344965606160443
2016.2207793575565;5.809866887694028

2016.3099842022116;6.380145793041891

2016.3951342812006;5.581135457179499

2016.4802843601894;4.663110393244509

2016.5694892048446;4.656911709490714

2016.6586940494997;5.010236683456256

2016.7478988941548;5.785072152678893

2016.83710373881;5.251985349853712

2016.9263085834648;6.262370801720053

2017.01551342812;5.809866887694028

2017.104718272775;5.419349811205805

2017.1939231174301;4.96684589717978

2017.2831279620852;4.880064324626844

2017.3723328067404;5.171402461054555

2017.4615376513955;5.3325682386528825

2017.5507424960504;5.667297161357055

2017.6399473407055;6.60329840817802
2017.7291521853606;7.433922031184693

2017.8183570300157;7.675670697582163

2017.9075618746708;8.134373295361968

2017.996766719326;9.107566644705614

2018.085971563981;10.167541566602196

2018.1508478146393;11.888296176651863

2018.2157240652975;13.47763869112137

2018.3049289099524;14.271070211605362

2018.3941337546075;15.13888593713473
2018.4671195365981;15.909293775104686

2018.519831490258;17.484054623981947

2018.5603791469193;19.092096501108685
2018.6212006319115;21.027635503226875

2018.694186413902;20.94528156192662
2018.7387888362296;18.80230803561942

2018.7915007898894;17.665882680759523

2018.8442127435492;19.893276376284902
2018.8766508688782;21.563821647928933
2018.9090889942074;23.319598821187455

2018.9699104791994;24.182765533901502

2019.0591153238545;22.310763040259573

2019.1483201685096;21.839663074972194
2019.2091416535018;22.637743608271535

2019.2415797788308;24.410567161852953
2019.302401263823;25.75723120736191

2019.391606108478;25.379111498381263

2019.4727014218008;27.052756111902184

2019.5537967351236;27.585842914727365

2019.6389468141126;26.016336188269975

2019.7240968931014;25.273733874566986

2019.8133017377565;25.645654899793854

2019.9025065824117;25.149760199491354
2019.9917114270668;24.436911567806533

2020.080916271722;23.81084450867462

2020.1365244865717;21.880397282497043

2020.1620115850446;20.006918911770896
2020.2086413902052;18.552294457550232

2020.2917640863611;20.04479975693289

2020.3586677198525;21.597914408574738
2020.3960294892047;23.409701117179935
2020.4215165876776;25.166290022834772

2020.4701737756714;26.773815342982033

2020.547214323328;27.044232921740743
2020.6242548709847;28.311088913919775

2020.693185887309;27.12094163319378

2020.7551658767773;25.455266755927724
2020.7905002632963;24.649216486373533

2020.8269931542916;26.620914477055436
2020.8452395997892;28.00735340998449
2020.8715955766193;29.609713160336938
2020.9040337019483;31.04160910746039

2020.9648551869404;32.786538584149795

2021.0337862032648;33.56447339524934
2021.0743338599261;35.43957523076814

2021.1108267509214;37.04875353324974
2021.1351553449183;38.462466674695435
2021.1594839389152;39.985276650207695
2021.183812532912;41.55354363991434

2021.2048973143758;43.10362782394323
2021.2284149552395;44.780991647716405
2021.2527435492364;46.62200072258942
2021.2762611901;48.449372693204126

2021.3176197998946;50.30401887233546
2021.362222222222;51.91319717481704

2021.3987151132173;53.781480458206715
2021.4595365982095;55.53570796052679

2021.5381990521325;54.51106553602676

2021.5698262243286;56.83619181207008
2021.593343865192;58.80448052668741
2021.6379462875198;61.06217889834238

2021.706877303844;61.3756428920579
2021.8012954186413;66.11331902322914
2021.7772827804106;60.18472077586269
2021.7879726171668;58.79311627313881
2021.8050026329647;62.75469506018037
2021.8082464454976;64.39569327259804
2021.8366298051606;68.98685170623199
2021.8285202738282;67.17993539200477
2021.8447393364927;71.20288114820876
2021.852848867825;72.92456556082149

2021.8609583991574;74.52692531117393
2021.881232227488;76.19178845604367
2021.9055608214849;77.73732693865311
2021.9266456029488;79.14649437867936

2021.9493522906791;80.75567268116097
2021.966382306477;82.52167768261323
2021.9826013691415;84.15813019361147
2022.0204458486921;85.86276822590129
2022.040473933649;87.32875693367055
2022.0312585571353;88.7265601201482

2022.0880252764612;84.46496503942363
2022.112353870458;82.45349216132163
2022.136682464455;80.57839032580281

2022.188718623837;78.83965953286719
2022.1944628751974;77.2117302120304

2022.247512725996;80.90795367871219
2022.2664349657714;82.82851252842539
2022.3110373880988;84.29140189431777

2022.3770721432331;84.83511501214943
2022.4297314375985;86.72748460955376

2022.4472775144811;88.41290672220688
2022.4488994207477;89.7152501788763
2022.4878251711425;84.8740781671732
2022.5016113744075;82.71486999293941

2022.5276777251183;80.35435218441616
2022.56;79.25559121274591

2022.6224433912585;79.1055830659044
2022.6333912585571;77.22025340219186
2022.6475829383885;75.06672735473236
2022.6858779474576;72.46431329210324
2022.7034139425607;70.09880020729489
2022.7002948920483;67.73394275249896

2022.7530068457081;75.13491287602398
2022.744897314376;73.11207574437337
2022.7692259083728;77.6918699244587
2022.7834175882042;79.8453959719182

2022.8097735650342;81.60117314517672
2022.8422116903632;83.44218222004974
2022.8746498156925;85.07863473104797

2022.9111427066875;86.59235330372135
2022.948446550816;88.20153160620293
2022.9711532385465;90.2198230364341

2022.9881832543442;92.22106808634236
2023.004402317009;93.99389163992377
2023.0206213796735;95.7326224328594
2023.036840442338;97.33498218321185
2023.0530595050025;98.818017271304
2023.0692785676672;100.31809873971905

2023.120188403253;101.64771640490511
2023.1147820490316;103.41296378945414
2023.1179357556607;104.30695173527724

2023.1652413550992;100.05672090810127
2023.1820010531858;98.23844034032545
2023.1998420221169;96.19287470157767
2023.2314691943127;94.55642219057941
2023.263907319642;92.7324594960293

2023.2902632964717;91.02782146373949
2023.3052659294365;89.61979044906808
2023.3539231174302;87.90833386464908
2023.363654555029;86.05368768551776

2023.3652764612953;85.07863473104797
2023.4152852378443;89.8061642072651
2023.4602738283306;92.11148421283801
2023.472727751448;92.85178415828959

2023.5680147446024;90.79382115203424

2023.6288362295945;89.51069361500153

2023.6612743549235;87.94242662529489
2023.6937124802528;86.35711325526535
2023.7342601369141;84.8058926458816

2023.7788625592416;83.15580303062504
2023.7999473407056;81.2193342259438
2023.8226540284359;79.13285727442104

2023.8753659820957;77.42140069000206
2023.8680674038967;75.522920961469
2023.8680674038967;74.32805087407345

2023.9485834649815;79.98907260606833
2023.9491627172195;82.21484283680107
2023.9775460768824;77.47594910703533
2023.9856556082148;75.8394965960371
2023.9937651395471;74.20304408503887
2024.0018746708793;72.56659157404061
2024.0099842022116;70.93013906304239
2024.0180937335438;69.29368655204415
2024.035326487625;66.54921932005753
2024.0180937335438;67.89588336556649



